,sentence,label,source
522,I ended up sliding it on the edge of my pants or back pockets instead.,1,amazon
523,I had to go to a store and bought a new NOKIA phone which is working great.,1,amazon
524,Works great!.,1,amazon
525,REALLY UGLY.,0,amazon
526,"horrible, had to switch 3 times.",0,amazon
527,The noise shield is incrediable.,1,amazon
528,No real improvement.,0,amazon
529,Razr Battery - Good buy.,1,amazon
530,Keep up the good work Amazon!!,1,amazon
531,They refuse to refund or replace.,0,amazon
532,Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.,0,amazon
533,So I basically threw my money out the window for nothing.,0,amazon
534,Great case and price!,1,amazon
535,All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.,0,amazon
536,"Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.",1,amazon
537,"Small, sleek, impressive looking, practical setup with ample storage in place.",1,amazon
538,The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.,1,amazon
539,none of the new ones have ever quite worked properly.,0,amazon
540,I am glad I purchased it.,1,amazon
541,I've missed numerous calls because of this reason.,0,amazon
542,"Perhaps my phone is defective, but people cannot hear me when I use this.",0,amazon
543,Don't buy this product.,0,amazon
544,"sucked, most of the stuff does not work with my phone.",0,amazon
545,"No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid.",1,amazon
546,Worst software ever used.... If I could give this zero stars I would.,0,amazon
547,Trying to make a call on these is an exercise in frustration.,0,amazon
548,The case is a flimsy piece of plastic and has no front or side protection whatsoever.,0,amazon
549,"I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better.",1,amazon
550,"I love the camera, it's really pretty good quality.",1,amazon
551,Thank you for such great service.,1,amazon
552,Its a total package.,1,amazon
553,"The seller is very understanding and patient, I would definitely buy from them again.",1,amazon
554,I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.,0,amazon
555,It's AGGRAVATING!,0,amazon
556,Great product for the price!.,1,amazon
557,"I have purchased these for both family and friends, and all enjoy their clarity and ease of use",1,amazon
558,Virgin Wireless rocks and so does this cheap little phone!,1,amazon
559,"None of it works, just don't buy it.",0,amazon
560,"Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.",0,amazon
561,Please dont waste your money.,0,amazon
562,"All in all, I'm quite satisfied with this purchase.",1,amazon
563,"If you are looking for a good quality Motorola Headset keep looking, this isn't it.",0,amazon
564,Yet Plantronincs continues to use the same flawed charger design.,0,amazon
565,Disapointing Results.,0,amazon
566,Cumbersome design.,0,amazon
567,"Great it was new packaged nice works good, no problems and it came in less time then I expected!!!!",1,amazon
568,Great Product.,1,amazon
569,It's A PIECE OF CRAP!,0,amazon
570,"My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!",0,amazon
571,This fixes all the problems.,1,amazon
572,Worst ever.,0,amazon
573,I am very happy,1,amazon
574,"I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions.",1,amazon
575,"I can barely ever hear on it and am constantly saying ""what?""",0,amazon
576,The battery life is highly unacceptable.,0,amazon
577,That company is a joke.,0,amazon
578,It does everything the description said it would.,1,amazon
579,Due to this happening on every call I was forced to stop using this headset.,0,amazon
580,"It works great with a car charger, especially if you cannot plug in two adapters at the same time.",1,amazon
581,"Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard re-set, wiping out all my data.",0,amazon
582,"Voice Quality, Signal Strength, Dropped Calls.",0,amazon
583,"It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not.",1,amazon
584,Better than expected.,1,amazon
585,"It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.",0,amazon
586,Battery is holding up well.,1,amazon
587,Also difficult to put on.I'd recommend avoiding this product.,0,amazon
588,"I only used it two days, and it wasn't always easy to hear with.",0,amazon
589,I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.,0,amazon
590,Sprint - terrible customer service.,0,amazon
591,Linked to my phone without effort.,1,amazon
592,THey are so cool!,1,amazon
593,Easy to use.,1,amazon
594,Better Than New.,1,amazon
595,"What possesed me to get this junk, I have no idea...",0,amazon
596,Piece of trash.,0,amazon
597,A pretty good product.,1,amazon
598,This is a great phone!.,1,amazon
599,"For the price on Amazon, it is an excellent product, which I would highly recommend.",1,amazon
600,Their Research and Development division obviously knows what they're doing.,1,amazon
601,"The real killer is the volume, and of course it breaking.",0,amazon
602,Those phones are working just fine now.,1,amazon
603,I am more than happy with this product.,1,amazon
604,Poor Construction.,0,amazon
605,This is infuriating.,0,amazon
606,"Overall, I would recommend this phone over the new Walkman.",1,amazon
607,Sprint charges for this service.,0,amazon
608,"It is cheap, and it feel and look just as cheap.",0,amazon
609,It fits my ear well and is comfortable on.,1,amazon
610,It doesn't work in Europe or Asia.,0,amazon
611,clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.,1,amazon
612,I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,1,amazon
613,I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,1,amazon
614,the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,0,amazon
615,the charger worked for about a week and then completely stopped charging my phone.,0,amazon
616,Poor product.,0,amazon
617,However I needed some better instructions.,0,amazon
618,You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.,0,amazon
619,Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).,1,amazon
620,"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",0,amazon
621,DO NOT BUY DO NOT BUYIT SUCKS,0,amazon
622,This is a great product..... sure beats using your fingers!.,1,amazon
623,"Plus, I seriously do not believe it is worth its steep price point.",0,amazon
624,All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.,1,amazon
625,Very Dissapointing Performance.,0,amazon
626,Don't make the same mistake that I did and please don't buy this phone.,0,amazon
627,This phone might well be the worst I've ever had in any brand.,0,amazon
628,Case was more or less an extra that I originally put on but later discarded because it scratched my ear.,0,amazon
629,I recommend iGo to anyone with different brand cell phones/mp3 players in the family.,1,amazon
630,Don't bother - go to the store.,0,amazon
631,"I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!",1,amazon
632,I did not have any problem with this item and would order it again if needed.,1,amazon
633,You get what you pay for I guess.,0,amazon
634,"Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection.",1,amazon
635,im surprised this is a good quality car charger and there's not much reviews about it.,1,amazon
636,These are fabulous!,1,amazon
637,"However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.",0,amazon
638,I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.,1,amazon
639,Disappointing accessory from a good manufacturer.,0,amazon
640,"Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.",0,amazon
641,Very wind-resistant.,1,amazon
642,"Obviously they have a terrible customer service, so you get what you pay for.",0,amazon
643,"They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.",1,amazon
644,"I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.",0,amazon
645,Linksys should have some way to exchange a bad phone for a refurb unit or something!,0,amazon
646,Phone is sturdy as all nokia bar phones are.,1,amazon
647,Great phone.,1,amazon
648,"When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides.",0,amazon
649,I'm pleased.,1,amazon
650,Battery is terrible.,0,amazon
