reviews,reviews_clean,labels,labels_name
This is a great deal.,thi great deal,1,Good
"Excellent product, I am very satisfied with the purchase.",excel product veri satisfi purchase,1,Good
I highly recommend these and encourage people to give them a try.,highli recommend encourag peopl give try,1,Good
Better than you'd expect.,better would expect,1,Good
"Using all earpieces, left or right, this thing will not stay on my ear.",use earpieces left right thi thing not stay ear,0,Bad
Great product and price.,great product price,1,Good
"Sounds good reasonably priced and effective, Its that simple !",sound good reason price effective simpl,1,Good
Still Waiting...... I'm sure this item would work well.. if I ever recieve it!,still waiting sure thi item would work well ever reciev,0,Bad
what a disappointment,disappoint,0,Bad
Very prompt service.,veri prompt service,1,Good
Excellent product for the price.,excel product price,1,Good
Very pleased with this headset.,veri pleas thi headset,1,Good
don't waste your money and time.,not wast money time,0,Bad
I especially love the long battery life.,especi love long batteri life,1,Good
"It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.",stupid keep buy new chargers car chargers cradles headphon car kit everi time new phone come,0,Bad
Works great.,work great,1,Good
Plantronics Bluetooth Excelent Buy.,plantron bluetooth excel buy,1,Good
I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.,came verizon becaus cingulair ha nicer cell phones first thing notic wa realli bad service,0,Bad
I'll be looking for a new earpiece.,look new earpiece,0,Bad
I highly recommend this device to everyone!,highli recommend thi devic everyone,1,Good
Jawbone Era is awesome too!,jawbon era awesom,1,Good
We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement,receiv white color batteri goe dead coupl hoursth origin use last week still last longer thereplac,0,Bad
After a year the battery went completely dead on my headset.,year batteri went complet dead headset,0,Bad
"I have used several phone in two years, but this one is the best.",use sever phone two years thi one best,1,Good
An Awesome New Look For Fall 2000!.,awesom new look fall,1,Good
This is the first phone I've had that has been so cheaply made.,thi first phone ha cheapli made,0,Bad
"Att is not clear, sound is very distorted and you have to yell when you talk.",att not clear sound veri distort yell talk,0,Bad
The plastic breaks really easy on this clip.,plastic break realli easi thi clip,0,Bad
Price is good too.,price good,1,Good
Don't make the same mistake I did.,not make mistak,0,Bad
Oh and I forgot to also mention the weird color effect it has on your phone.,oh forgot also mention weird color effect ha phone,0,Bad
I'm using it with an iriver SPINN (with case) and it fits fine.,use iriv spinn case fit fine,1,Good
Also the area where my unit broke).- I'm not too fond of the magnetic strap.,also area unit broke not fond magnet strap,0,Bad
"Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.",overall psych phone ha appoint contact get great reception,1,Good
"every thing on phone work perfectly, she like it.",everi thing phone work perfectly like,1,Good
"Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.",anoth note thi phone appear realli look rather bland especi black model,0,Bad
IT'S REALLY EASY.,realli easy,1,Good
My Sanyo has survived dozens of drops on blacktop without ill effect.,sanyo ha surviv dozen drop blacktop without ill effect,1,Good
Fantastic earphones.,fantast earphones,1,Good
It finds my cell phone right away when I enter the car.,find cell phone right away enter car,1,Good
Low Quality.,low quality,0,Bad
I highly recommend this modest priced cellular phone.,highli recommend thi modest price cellular phone,1,Good
But it does get better reception and clarity than any phone I've had before.,doe get better recept clariti ani phone,1,Good
Warning - Stay away.,warn stay away,0,Bad
I wish I could return the unit and get back my money.,wish could return unit get back money,0,Bad
Awsome Device Works Great!!.,awsom devic work great,1,Good
I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.,use talk hour batteri would liter drain dying,0,Bad
"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.",not find bad unit come one earpad would not recommend thi anyone,0,Bad
Very Displeased.,veri displeased,0,Bad
"I might have gotten a defect, but I would not risk buying it again because of the built quality alone.",might gotten defect would not risk buy becaus built qualiti alone,0,Bad
They made this case too small and is very difficult to install.,made thi case small veri difficult install,0,Bad
Restored my phone to like new performance.,restor phone like new performance,1,Good
"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.",would recommend purchas jabra jx seri work flawlessli moto q go figure,1,Good
"I searched the Internet, and found this one to be the best value.",search internet found thi one best value,1,Good
Does not fit.,doe not fit,0,Bad
Very happy with this product.,veri happi thi product,1,Good
"The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.",screen size big key pad lit well enough camera qualiti excel camera phone,1,Good
There's really nothing bad I can say about this headset.,realli noth bad say thi headset,0,Bad
"i'm glad i found this product on amazon it is hard to find, it wasn't high priced.",glad found thi product amazon hard find wa not high priced,1,Good
Portable and it works.,portabl works,1,Good
"My colleague & I now get great reception.A little expensive, but performance is great.",colleagu get great reception littl expensive perform great,1,Good
I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,even fulli charg befor went bed turn blue tooth wifi notic onli left morning,0,Bad
I've also had problems with the phone reading the memory card in which I always turn it on and then off again.,also problem phone read memori card alway turn,0,Bad
Not good when wearing a hat or sunglasses.,not good wear hat sunglasses,0,Bad
Timely shipment and quality product.,time shipment qualiti product,1,Good
Nice solid keyboard.,nice solid keyboard,1,Good
Very well made and fits my Surefire GX2 perfectly.,veri well made fit surefir gx perfectly,1,Good
Horrible phone.,horribl phone,0,Bad
BT50 battery junk!.,bt batteri junk,0,Bad
We would recommend these to others.,would recommend others,1,Good
Cant get the software to work with my computer.,cant get softwar work computer,0,Bad
Disappointed!.,disappointed,0,Bad
poor voice clarity.,poor voic clarity,0,Bad
The battery works great!,batteri work great,1,Good
No buyers remorse on this one!.,no buyer remors thi one,0,Bad
Very disappointed in AccessoryOne.,veri disappoint accessoryone,0,Bad
I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.,find thi inexcus probabl return thi phone perhap chang carriers,0,Bad
"Looks great and is strong.""",look great strong,1,Good
"I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.",tmobil servic year pretti happi,1,Good
The update procedure is difficult and cumbersome.,updat procedur difficult cumbersome,0,Bad
Disappointment.. I hate anything that goes in my ear.,disappointment hate anyth goe ear,0,Bad
Great software for Motorolas.,great softwar motorolas,1,Good
The delivery was on time.,deliveri wa time,1,Good
Very easy to use.,veri easi use,1,Good
"Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).",uncomfort ear not use lg vx env,0,Bad
The volume switch rocketed out of the unit to a destination unknown.,volum switch rocket unit destin unknown,0,Bad
